date,day_of_sale,week_of_year,year_of_sales,week_type,shop_id,shop_name,customers,sales_usd,avg_sales_per_person,pct_family,pct_female,pct_male,pct_single,avg_temp_f,humidity_pct,is_rain,precip_in
2023-05-07,Sunday,19,2023,Weekends,2,Orlando,256,4360.62,17.03,53.5,47.1,52.9,46.5,64.5,44.8,0,0.0
2023-05-07,Sunday,19,2023,Weekends,4,Jacksonville,207,3094.46,14.95,53.5,47.1,52.9,46.5,64.5,44.8,0,0.0
2023-05-07,Sunday,19,2023,Weekends,1,Miami Beach,250,4326.7,17.31,53.5,47.1,52.9,46.5,64.5,44.8,0,0.0
2023-05-08,Monday,19,2023,Weekdays,1,Miami Beach,208,3456.64,16.62,48.3,48.6,51.4,51.7,70.0,43.8,0,0.0
2023-05-08,Monday,19,2023,Weekdays,2,Orlando,216,3429.57,15.88,48.3,48.6,51.4,51.7,70.0,43.8,0,0.0
2023-05-08,Monday,19,2023,Weekdays,3,Tampa,182,3069.31,16.86,48.3,48.6,51.4,51.7,70.0,43.8,0,0.0
2023-05-08,Monday,19,2023,Weekdays,4,Jacksonville,180,2703.94,15.02,48.3,48.6,51.4,51.7,70.0,43.8,0,0.0
2023-05-09,Tuesday,19,2023,Weekdays,2,Orlando,200,3541.42,17.71,50.0,48.4,51.6,50.0,70.3,36.7,1,0.69
2023-05-09,Tuesday,19,2023,Weekdays,1,Miami Beach,187,3440.45,18.4,50.0,48.4,51.6,50.0,70.3,36.7,1,0.69
2023-05-09,Tuesday,19,2023,Weekdays,4,Jacksonville,183,2771.65,15.15,50.0,48.4,51.6,50.0,70.3,36.7,1,0.69
2023-05-09,Tuesday,19,2023,Weekdays,3,Tampa,176,3002.15,17.06,50.0,48.4,51.6,50.0,70.3,36.7,1,0.69
2023-05-10,Wednesday,19,2023,Weekdays,4,Jacksonville,159,2572.65,16.18,48.2,49.1,50.9,51.8,69.6,43.3,0,0.0
2023-05-10,Wednesday,19,2023,Weekdays,2,Orlando,215,3503.98,16.3,48.2,49.1,50.9,51.8,69.6,43.3,0,0.0
2023-05-10,Wednesday,19,2023,Weekdays,1,Miami Beach,211,3867.56,18.33,48.2,49.1,50.9,51.8,69.6,43.3,0,0.0
2023-05-10,Wednesday,19,2023,Weekdays,3,Tampa,182,3131.24,17.2,48.2,49.1,50.9,51.8,69.6,43.3,0,0.0
2023-05-11,Thursday,19,2023,Weekdays,1,Miami Beach,222,4227.57,19.04,48.4,48.3,51.7,51.6,67.3,46.5,0,0.0
2023-05-11,Thursday,19,2023,Weekdays,2,Orlando,228,4112.21,18.04,48.4,48.3,51.7,51.6,67.3,46.5,0,0.0
2023-05-11,Thursday,19,2023,Weekdays,4,Jacksonville,162,2634.5,16.26,48.4,48.3,51.7,51.6,67.3,46.5,0,0.0
2023-05-11,Thursday,19,2023,Weekdays,3,Tampa,146,2495.08,17.09,48.4,48.3,51.7,51.6,67.3,46.5,0,0.0
2023-05-12,Friday,19,2023,Weekdays,1,Miami Beach,201,3597.83,17.9,47.5,50.6,49.4,52.5,65.4,41.1,0,0.0
2023-05-12,Friday,19,2023,Weekdays,2,Orlando,208,3436.57,16.52,47.5,50.6,49.4,52.5,65.4,41.1,0,0.0
2023-05-12,Friday,19,2023,Weekdays,3,Tampa,206,3519.1,17.08,47.5,50.6,49.4,52.5,65.4,41.1,0,0.0
2023-05-12,Friday,19,2023,Weekdays,4,Jacksonville,164,2384.76,14.54,47.5,50.6,49.4,52.5,65.4,41.1,0,0.0
2023-05-13,Saturday,19,2023,Weekends,2,Orlando,218,3727.04,17.1,53.1,50.2,49.8,46.9,70.0,38.1,1,0.88
2023-05-13,Saturday,19,2023,Weekends,1,Miami Beach,250,4934.41,19.74,53.1,50.2,49.8,46.9,70.0,38.1,1,0.88
2023-05-13,Saturday,19,2023,Weekends,3,Tampa,200,3201.93,16.01,53.1,50.2,49.8,46.9,70.0,38.1,1,0.88
2023-05-13,Saturday,19,2023,Weekends,4,Jacksonville,195,2708.78,13.89,53.1,50.2,49.8,46.9,70.0,38.1,1,0.88
2023-05-14,Sunday,20,2023,Weekends,2,Orlando,201,3365.47,16.74,54.3,46.5,53.5,45.7,72.9,44.8,0,0.0
2023-05-14,Sunday,20,2023,Weekends,3,Tampa,233,3823.21,16.41,54.3,46.5,53.5,45.7,72.9,44.8,0,0.0
2023-05-14,Sunday,20,2023,Weekends,1,Miami Beach,312,5888.62,18.87,54.3,46.5,53.5,45.7,72.9,44.8,0,0.0
2023-05-14,Sunday,20,2023,Weekends,4,Jacksonville,195,2880.94,14.77,54.3,46.5,53.5,45.7,72.9,44.8,0,0.0
2023-05-15,Monday,20,2023,Weekdays,3,Tampa,204,3409.87,16.72,47.8,47.8,52.2,52.2,74.8,49.0,0,0.0
2023-05-15,Monday,20,2023,Weekdays,4,Jacksonville,193,3066.24,15.89,47.8,47.8,52.2,52.2,74.8,49.0,0,0.0
2023-05-15,Monday,20,2023,Weekdays,1,Miami Beach,249,4798.09,19.27,47.8,47.8,52.2,52.2,74.8,49.0,0,0.0
2023-05-15,Monday,20,2023,Weekdays,2,Orlando,223,3563.15,15.98,47.8,47.8,52.2,52.2,74.8,49.0,0,0.0
2023-05-16,Tuesday,20,2023,Weekdays,1,Miami Beach,260,4915.31,18.91,47.4,49.5,50.5,52.6,74.8,40.5,0,0.0
2023-05-16,Tuesday,20,2023,Weekdays,4,Jacksonville,160,2572.11,16.08,47.4,49.5,50.5,52.6,74.8,40.5,0,0.0
2023-05-16,Tuesday,20,2023,Weekdays,2,Orlando,229,3886.24,16.97,47.4,49.5,50.5,52.6,74.8,40.5,0,0.0
2023-05-16,Tuesday,20,2023,Weekdays,3,Tampa,174,2894.24,16.63,47.4,49.5,50.5,52.6,74.8,40.5,0,0.0
2023-05-17,Wednesday,20,2023,Weekdays,1,Miami Beach,223,4262.06,19.11,46.5,48.8,51.2,53.5,72.4,47.5,1,0.79
2023-05-17,Wednesday,20,2023,Weekdays,4,Jacksonville,190,2933.6,15.44,46.5,48.8,51.2,53.5,72.4,47.5,1,0.79
2023-05-17,Wednesday,20,2023,Weekdays,2,Orlando,169,2768.99,16.38,46.5,48.8,51.2,53.5,72.4,47.5,1,0.79
2023-05-17,Wednesday,20,2023,Weekdays,3,Tampa,180,3176.77,17.65,46.5,48.8,51.2,53.5,72.4,47.5,1,0.79
2023-05-18,Thursday,20,2023,Weekdays,1,Miami Beach,206,3733.73,18.12,47.8,49.9,50.1,52.2,70.0,45.5,0,0.0
2023-05-18,Thursday,20,2023,Weekdays,4,Jacksonville,167,2453.61,14.69,47.8,49.9,50.1,52.2,70.0,45.5,0,0.0
2023-05-18,Thursday,20,2023,Weekdays,2,Orlando,206,3349.23,16.26,47.8,49.9,50.1,52.2,70.0,45.5,0,0.0
2023-05-18,Thursday,20,2023,Weekdays,3,Tampa,211,3888.17,18.43,47.8,49.9,50.1,52.2,70.0,45.5,0,0.0
2023-05-19,Friday,20,2023,Weekdays,1,Miami Beach,268,4612.22,17.21,47.9,47.1,52.9,52.1,76.7,47.4,0,0.0
2023-05-19,Friday,20,2023,Weekdays,4,Jacksonville,189,3210.62,16.99,47.9,47.1,52.9,52.1,76.7,47.4,0,0.0
2023-05-19,Friday,20,2023,Weekdays,3,Tampa,204,3383.63,16.59,47.9,47.1,52.9,52.1,76.7,47.4,0,0.0
2023-05-19,Friday,20,2023,Weekdays,2,Orlando,205,3451.49,16.84,47.9,47.1,52.9,52.1,76.7,47.4,0,0.0
2023-05-20,Saturday,20,2023,Weekends,3,Tampa,227,3625.12,15.97,54.0,48.6,51.4,46.0,67.7,37.2,0,0.0
2023-05-20,Saturday,20,2023,Weekends,1,Miami Beach,272,5142.02,18.9,54.0,48.6,51.4,46.0,67.7,37.2,0,0.0
2023-05-20,Saturday,20,2023,Weekends,2,Orlando,237,4156.47,17.54,54.0,48.6,51.4,46.0,67.7,37.2,0,0.0
2023-05-20,Saturday,20,2023,Weekends,4,Jacksonville,192,3153.92,16.43,54.0,48.6,51.4,46.0,67.7,37.2,0,0.0
2023-05-21,Sunday,21,2023,Weekends,3,Tampa,191,2830.73,14.82,53.3,48.9,51.1,46.7,66.4,57.4,0,0.0
2023-05-21,Sunday,21,2023,Weekends,2,Orlando,225,3768.31,16.75,53.3,48.9,51.1,46.7,66.4,57.4,0,0.0
2023-05-21,Sunday,21,2023,Weekends,4,Jacksonville,190,2829.28,14.89,53.3,48.9,51.1,46.7,66.4,57.4,0,0.0
2023-05-21,Sunday,21,2023,Weekends,1,Miami Beach,235,4476.25,19.05,53.3,48.9,51.1,46.7,66.4,57.4,0,0.0
2023-05-22,Monday,21,2023,Weekdays,1,Miami Beach,235,4390.94,18.68,49.0,49.3,50.7,51.0,70.7,56.6,0,0.0
2023-05-22,Monday,21,2023,Weekdays,4,Jacksonville,146,2172.59,14.88,49.0,49.3,50.7,51.0,70.7,56.6,0,0.0
2023-05-22,Monday,21,2023,Weekdays,3,Tampa,194,3071.14,15.83,49.0,49.3,50.7,51.0,70.7,56.6,0,0.0
2023-05-22,Monday,21,2023,Weekdays,2,Orlando,187,2990.44,15.99,49.0,49.3,50.7,51.0,70.7,56.6,0,0.0
2023-05-23,Tuesday,21,2023,Weekdays,3,Tampa,185,2961.76,16.01,46.4,48.0,52.0,53.6,78.4,44.1,0,0.0
2023-05-23,Tuesday,21,2023,Weekdays,2,Orlando,233,3887.21,16.68,46.4,48.0,52.0,53.6,78.4,44.1,0,0.0
2023-05-23,Tuesday,21,2023,Weekdays,1,Miami Beach,270,4804.33,17.79,46.4,48.0,52.0,53.6,78.4,44.1,0,0.0
2023-05-23,Tuesday,21,2023,Weekdays,4,Jacksonville,202,3199.67,15.84,46.4,48.0,52.0,53.6,78.4,44.1,0,0.0
2023-05-24,Wednesday,21,2023,Weekdays,1,Miami Beach,272,4997.16,18.37,48.5,50.0,50.0,51.5,77.7,52.9,0,0.0
2023-05-24,Wednesday,21,2023,Weekdays,4,Jacksonville,197,3140.41,15.94,48.5,50.0,50.0,51.5,77.7,52.9,0,0.0
2023-05-24,Wednesday,21,2023,Weekdays,3,Tampa,268,4471.05,16.68,48.5,50.0,50.0,51.5,77.7,52.9,0,0.0
2023-05-24,Wednesday,21,2023,Weekdays,2,Orlando,256,3964.24,15.49,48.5,50.0,50.0,51.5,77.7,52.9,0,0.0
2023-05-25,Thursday,21,2023,Weekdays,3,Tampa,206,3492.98,16.96,46.6,48.8,51.2,53.4,75.1,50.1,0,0.0
2023-05-25,Thursday,21,2023,Weekdays,4,Jacksonville,177,2819.56,15.93,46.6,48.8,51.2,53.4,75.1,50.1,0,0.0
2023-05-25,Thursday,21,2023,Weekdays,2,Orlando,223,3663.75,16.43,46.6,48.8,51.2,53.4,75.1,50.1,0,0.0
2023-05-25,Thursday,21,2023,Weekdays,1,Miami Beach,261,5037.02,19.3,46.6,48.8,51.2,53.4,75.1,50.1,0,0.0
2023-05-26,Friday,21,2023,Weekdays,3,Tampa,225,3779.86,16.8,48.8,49.5,50.5,51.2,72.5,41.3,0,0.0
2023-05-26,Friday,21,2023,Weekdays,1,Miami Beach,204,3397.83,16.66,48.8,49.5,50.5,51.2,72.5,41.3,0,0.0
2023-05-26,Friday,21,2023,Weekdays,2,Orlando,206,3689.33,17.91,48.8,49.5,50.5,51.2,72.5,41.3,0,0.0
2023-05-26,Friday,21,2023,Weekdays,4,Jacksonville,160,2450.23,15.31,48.8,49.5,50.5,51.2,72.5,41.3,0,0.0
2023-05-27,Saturday,21,2023,Weekends,4,Jacksonville,187,2888.8,15.45,54.5,50.1,49.9,45.5,74.9,44.5,1,0.47
2023-05-27,Saturday,21,2023,Weekends,3,Tampa,232,3961.37,17.07,54.5,50.1,49.9,45.5,74.9,44.5,1,0.47
2023-05-27,Saturday,21,2023,Weekends,2,Orlando,236,4338.62,18.38,54.5,50.1,49.9,45.5,74.9,44.5,1,0.47
2023-05-27,Saturday,21,2023,Weekends,1,Miami Beach,272,4907.07,18.04,54.5,50.1,49.9,45.5,74.9,44.5,1,0.47
2023-05-28,Sunday,22,2023,Weekends,3,Tampa,216,3448.36,15.96,53.4,48.6,51.4,46.6,68.2,59.8,1,0.76
2023-05-28,Sunday,22,2023,Weekends,1,Miami Beach,264,4195.87,15.89,53.4,48.6,51.4,46.6,68.2,59.8,1,0.76
2023-05-28,Sunday,22,2023,Weekends,2,Orlando,219,3689.44,16.85,53.4,48.6,51.4,46.6,68.2,59.8,1,0.76
2023-05-28,Sunday,22,2023,Weekends,4,Jacksonville,198,2854.49,14.42,53.4,48.6,51.4,46.6,68.2,59.8,1,0.76
2023-05-29,Monday,22,2023,Weekdays,1,Miami Beach,211,4080.73,19.34,48.3,48.2,51.8,51.7,72.4,53.6,1,0.99
2023-05-29,Monday,22,2023,Weekdays,2,Orlando,194,3661.34,18.87,48.3,48.2,51.8,51.7,72.4,53.6,1,0.99
2023-05-29,Monday,22,2023,Weekdays,4,Jacksonville,182,2973.51,16.34,48.3,48.2,51.8,51.7,72.4,53.6,1,0.99
2023-05-29,Monday,22,2023,Weekdays,3,Tampa,181,2870.55,15.86,48.3,48.2,51.8,51.7,72.4,53.6,1,0.99
2023-05-30,Tuesday,22,2023,Weekdays,4,Jacksonville,168,2762.16,16.44,48.4,48.8,51.2,51.6,76.8,56.8,1,1.28
2023-05-30,Tuesday,22,2023,Weekdays,3,Tampa,193,3211.8,16.64,48.4,48.8,51.2,51.6,76.8,56.8,1,1.28
2023-05-30,Tuesday,22,2023,Weekdays,1,Miami Beach,272,5220.23,19.19,48.4,48.8,51.2,51.6,76.8,56.8,1,1.28
2023-05-30,Tuesday,22,2023,Weekdays,2,Orlando,248,4391.79,17.71,48.4,48.8,51.2,51.6,76.8,56.8,1,1.28
2023-05-31,Wednesday,22,2023,Weekdays,3,Tampa,214,3652.6,17.07,45.8,48.6,51.4,54.2,76.4,46.4,0,0.0
2023-05-31,Wednesday,22,2023,Weekdays,2,Orlando,227,3957.86,17.44,45.8,48.6,51.4,54.2,76.4,46.4,0,0.0
2023-05-31,Wednesday,22,2023,Weekdays,4,Jacksonville,169,2359.95,13.96,45.8,48.6,51.4,54.2,76.4,46.4,0,0.0
2023-05-31,Wednesday,22,2023,Weekdays,1,Miami Beach,237,4312.78,18.2,45.8,48.6,51.4,54.2,76.4,46.4,0,0.0
2023-06-01,Thursday,22,2023,Weekdays,2,Orlando,227,4079.34,17.97,47.4,50.7,49.3,52.6,72.8,59.4,0,0.0
2023-06-01,Thursday,22,2023,Weekdays,1,Miami Beach,274,4732.76,17.27,47.4,50.7,49.3,52.6,72.8,59.4,0,0.0
2023-06-01,Thursday,22,2023,Weekdays,4,Jacksonville,181,2905.45,16.05,47.4,50.7,49.3,52.6,72.8,59.4,0,0.0
2023-06-01,Thursday,22,2023,Weekdays,3,Tampa,195,3040.69,15.59,47.4,50.7,49.3,52.6,72.8,59.4,0,0.0
2023-06-02,Friday,22,2023,Weekdays,1,Miami Beach,267,5183.11,19.41,47.7,49.3,50.7,52.3,68.9,50.8,0,0.0
2023-06-02,Friday,22,2023,Weekdays,2,Orlando,187,3511.3,18.78,47.7,49.3,50.7,52.3,68.9,50.8,0,0.0
2023-06-02,Friday,22,2023,Weekdays,4,Jacksonville,204,3159.79,15.49,47.7,49.3,50.7,52.3,68.9,50.8,0,0.0
2023-06-02,Friday,22,2023,Weekdays,3,Tampa,218,3848.05,17.65,47.7,49.3,50.7,52.3,68.9,50.8,0,0.0
2023-06-03,Saturday,22,2023,Weekends,2,Orlando,247,4458.26,18.05,55.2,49.1,50.9,44.8,74.7,41.6,1,0.11
2023-06-03,Saturday,22,2023,Weekends,3,Tampa,251,4154.41,16.55,55.2,49.1,50.9,44.8,74.7,41.6,1,0.11
2023-06-03,Saturday,22,2023,Weekends,1,Miami Beach,317,5482.32,17.29,55.2,49.1,50.9,44.8,74.7,41.6,1,0.11
2023-06-03,Saturday,22,2023,Weekends,4,Jacksonville,200,2995.87,14.98,55.2,49.1,50.9,44.8,74.7,41.6,1,0.11
2023-06-04,Sunday,23,2023,Weekends,2,Orlando,278,4949.16,17.8,52.3,50.4,49.6,47.7,76.6,44.0,0,0.0
2023-06-04,Sunday,23,2023,Weekends,3,Tampa,223,3737.57,16.76,52.3,50.4,49.6,47.7,76.6,44.0,0,0.0
2023-06-04,Sunday,23,2023,Weekends,1,Miami Beach,305,6052.58,19.84,52.3,50.4,49.6,47.7,76.6,44.0,0,0.0
2023-06-04,Sunday,23,2023,Weekends,4,Jacksonville,223,3617.27,16.22,52.3,50.4,49.6,47.7,76.6,44.0,0,0.0
2023-06-05,Monday,23,2023,Weekdays,4,Jacksonville,175,2664.73,15.23,46.4,50.9,49.1,53.6,76.5,58.1,1,0.63
2023-06-05,Monday,23,2023,Weekdays,2,Orlando,263,4537.96,17.25,46.4,50.9,49.1,53.6,76.5,58.1,1,0.63
2023-06-05,Monday,23,2023,Weekdays,3,Tampa,233,3587.1,15.4,46.4,50.9,49.1,53.6,76.5,58.1,1,0.63
2023-06-05,Monday,23,2023,Weekdays,1,Miami Beach,277,5057.1,18.26,46.4,50.9,49.1,53.6,76.5,58.1,1,0.63
2023-06-06,Tuesday,23,2023,Weekdays,1,Miami Beach,283,5762.19,20.36,46.4,49.4,50.6,53.6,74.9,58.4,0,0.0
2023-06-06,Tuesday,23,2023,Weekdays,4,Jacksonville,179,2880.31,16.09,46.4,49.4,50.6,53.6,74.9,58.4,0,0.0
2023-06-06,Tuesday,23,2023,Weekdays,3,Tampa,225,3863.73,17.17,46.4,49.4,50.6,53.6,74.9,58.4,0,0.0
2023-06-06,Tuesday,23,2023,Weekdays,2,Orlando,243,4068.1,16.74,46.4,49.4,50.6,53.6,74.9,58.4,0,0.0
2023-06-07,Wednesday,23,2023,Weekdays,3,Tampa,197,3292.69,16.71,48.7,50.0,50.0,51.3,73.2,53.4,1,1.85
2023-06-07,Wednesday,23,2023,Weekdays,1,Miami Beach,260,4847.43,18.64,48.7,50.0,50.0,51.3,73.2,53.4,1,1.85
2023-06-07,Wednesday,23,2023,Weekdays,2,Orlando,217,3692.44,17.02,48.7,50.0,50.0,51.3,73.2,53.4,1,1.85
2023-06-07,Wednesday,23,2023,Weekdays,4,Jacksonville,164,2658.23,16.21,48.7,50.0,50.0,51.3,73.2,53.4,1,1.85
2023-06-08,Thursday,23,2023,Weekdays,2,Orlando,244,4326.43,17.73,48.4,51.4,48.6,51.6,78.6,64.7,1,0.81
2023-06-08,Thursday,23,2023,Weekdays,3,Tampa,184,2762.65,15.01,48.4,51.4,48.6,51.6,78.6,64.7,1,0.81
2023-06-08,Thursday,23,2023,Weekdays,4,Jacksonville,213,3170.61,14.89,48.4,51.4,48.6,51.6,78.6,64.7,1,0.81
2023-06-08,Thursday,23,2023,Weekdays,1,Miami Beach,257,4846.99,18.86,48.4,51.4,48.6,51.6,78.6,64.7,1,0.81
2023-06-09,Friday,23,2023,Weekdays,4,Jacksonville,180,2741.52,15.23,46.1,50.0,50.0,53.9,74.3,62.3,1,0.49
2023-06-09,Friday,23,2023,Weekdays,3,Tampa,218,3321.87,15.24,46.1,50.0,50.0,53.9,74.3,62.3,1,0.49
2023-06-09,Friday,23,2023,Weekdays,1,Miami Beach,241,4702.72,19.51,46.1,50.0,50.0,53.9,74.3,62.3,1,0.49
2023-06-09,Friday,23,2023,Weekdays,2,Orlando,235,3987.83,16.97,46.1,50.0,50.0,53.9,74.3,62.3,1,0.49
2023-06-10,Saturday,23,2023,Weekends,2,Orlando,256,4390.92,17.15,52.6,49.4,50.6,47.4,74.8,58.9,0,0.0
2023-06-10,Saturday,23,2023,Weekends,3,Tampa,242,3804.9,15.72,52.6,49.4,50.6,47.4,74.8,58.9,0,0.0
2023-06-10,Saturday,23,2023,Weekends,1,Miami Beach,288,5400.66,18.75,52.6,49.4,50.6,47.4,74.8,58.9,0,0.0
2023-06-10,Saturday,23,2023,Weekends,4,Jacksonville,234,3896.41,16.65,52.6,49.4,50.6,47.4,74.8,58.9,0,0.0
2023-06-11,Sunday,24,2023,Weekends,4,Jacksonville,245,4123.0,16.83,55.8,52.1,47.9,44.2,78.3,50.2,0,0.0
2023-06-11,Sunday,24,2023,Weekends,3,Tampa,268,4935.54,18.42,55.8,52.1,47.9,44.2,78.3,50.2,0,0.0
2023-06-11,Sunday,24,2023,Weekends,2,Orlando,276,4705.92,17.05,55.8,52.1,47.9,44.2,78.3,50.2,0,0.0
2023-06-11,Sunday,24,2023,Weekends,1,Miami Beach,319,5711.44,17.9,55.8,52.1,47.9,44.2,78.3,50.2,0,0.0
2023-06-12,Monday,24,2023,Weekdays,2,Orlando,245,4403.21,17.97,47.2,48.9,51.1,52.8,75.8,55.5,0,0.0
2023-06-12,Monday,24,2023,Weekdays,1,Miami Beach,246,4214.26,17.13,47.2,48.9,51.1,52.8,75.8,55.5,0,0.0
2023-06-12,Monday,24,2023,Weekdays,3,Tampa,234,4073.86,17.41,47.2,48.9,51.1,52.8,75.8,55.5,0,0.0
2023-06-12,Monday,24,2023,Weekdays,4,Jacksonville,188,2835.16,15.08,47.2,48.9,51.1,52.8,75.8,55.5,0,0.0
2023-06-13,Tuesday,24,2023,Weekdays,4,Jacksonville,218,3271.91,15.01,48.3,50.1,49.9,51.7,82.7,57.7,1,0.67
2023-06-13,Tuesday,24,2023,Weekdays,2,Orlando,267,4214.41,15.78,48.3,50.1,49.9,51.7,82.7,57.7,1,0.67
2023-06-13,Tuesday,24,2023,Weekdays,3,Tampa,234,3772.15,16.12,48.3,50.1,49.9,51.7,82.7,57.7,1,0.67
2023-06-13,Tuesday,24,2023,Weekdays,1,Miami Beach,266,4521.42,17.0,48.3,50.1,49.9,51.7,82.7,57.7,1,0.67
2023-06-14,Wednesday,24,2023,Weekdays,4,Jacksonville,186,2712.57,14.58,46.6,50.7,49.3,53.4,76.9,62.0,1,1.6
2023-06-14,Wednesday,24,2023,Weekdays,3,Tampa,242,3896.59,16.1,46.6,50.7,49.3,53.4,76.9,62.0,1,1.6
2023-06-14,Wednesday,24,2023,Weekdays,2,Orlando,254,4405.3,17.34,46.6,50.7,49.3,53.4,76.9,62.0,1,1.6
2023-06-14,Wednesday,24,2023,Weekdays,1,Miami Beach,248,4666.33,18.82,46.6,50.7,49.3,53.4,76.9,62.0,1,1.6
2023-06-15,Thursday,24,2023,Weekdays,2,Orlando,239,3868.56,16.19,47.1,51.0,49.0,52.9,78.5,58.7,0,0.0
2023-06-15,Thursday,24,2023,Weekdays,3,Tampa,263,3980.86,15.14,47.1,51.0,49.0,52.9,78.5,58.7,0,0.0
2023-06-15,Thursday,24,2023,Weekdays,1,Miami Beach,297,5761.75,19.4,47.1,51.0,49.0,52.9,78.5,58.7,0,0.0
2023-06-15,Thursday,24,2023,Weekdays,4,Jacksonville,192,2910.52,15.16,47.1,51.0,49.0,52.9,78.5,58.7,0,0.0
2023-06-16,Friday,24,2023,Weekdays,3,Tampa,239,4072.03,17.04,47.9,49.4,50.6,52.1,82.1,57.6,0,0.0
2023-06-16,Friday,24,2023,Weekdays,2,Orlando,263,4527.07,17.21,47.9,49.4,50.6,52.1,82.1,57.6,0,0.0
2023-06-16,Friday,24,2023,Weekdays,1,Miami Beach,309,5600.7,18.13,47.9,49.4,50.6,52.1,82.1,57.6,0,0.0
2023-06-16,Friday,24,2023,Weekdays,4,Jacksonville,252,3537.06,14.04,47.9,49.4,50.6,52.1,82.1,57.6,0,0.0
2023-06-17,Saturday,24,2023,Weekends,4,Jacksonville,249,3707.53,14.89,53.5,51.2,48.8,46.5,83.5,56.4,0,0.0
2023-06-17,Saturday,24,2023,Weekends,2,Orlando,314,5565.79,17.73,53.5,51.2,48.8,46.5,83.5,56.4,0,0.0
2023-06-17,Saturday,24,2023,Weekends,3,Tampa,297,4902.89,16.51,53.5,51.2,48.8,46.5,83.5,56.4,0,0.0
2023-06-17,Saturday,24,2023,Weekends,1,Miami Beach,367,6833.46,18.62,53.5,51.2,48.8,46.5,83.5,56.4,0,0.0
2023-06-18,Sunday,25,2023,Weekends,3,Tampa,249,4001.92,16.07,54.3,50.8,49.2,45.7,71.9,60.0,0,0.0
2023-06-18,Sunday,25,2023,Weekends,2,Orlando,250,4247.31,16.99,54.3,50.8,49.2,45.7,71.9,60.0,0,0.0
2023-06-18,Sunday,25,2023,Weekends,4,Jacksonville,239,3571.75,14.94,54.3,50.8,49.2,45.7,71.9,60.0,0,0.0
2023-06-18,Sunday,25,2023,Weekends,1,Miami Beach,319,5950.27,18.65,54.3,50.8,49.2,45.7,71.9,60.0,0,0.0
2023-06-19,Monday,25,2023,Weekdays,4,Jacksonville,202,3373.04,16.7,45.5,51.3,48.7,54.5,78.5,58.4,1,0.07
2023-06-19,Monday,25,2023,Weekdays,1,Miami Beach,259,5006.84,19.33,45.5,51.3,48.7,54.5,78.5,58.4,1,0.07
2023-06-19,Monday,25,2023,Weekdays,3,Tampa,222,3635.06,16.37,45.5,51.3,48.7,54.5,78.5,58.4,1,0.07
2023-06-19,Monday,25,2023,Weekdays,2,Orlando,227,3548.07,15.63,45.5,51.3,48.7,54.5,78.5,58.4,1,0.07
2023-06-20,Tuesday,25,2023,Weekdays,2,Orlando,258,4345.3,16.84,47.8,49.9,50.1,52.2,72.7,64.4,0,0.0
2023-06-20,Tuesday,25,2023,Weekdays,3,Tampa,212,3387.85,15.98,47.8,49.9,50.1,52.2,72.7,64.4,0,0.0
2023-06-20,Tuesday,25,2023,Weekdays,4,Jacksonville,202,3022.72,14.96,47.8,49.9,50.1,52.2,72.7,64.4,0,0.0
2023-06-20,Tuesday,25,2023,Weekdays,1,Miami Beach,238,4653.55,19.55,47.8,49.9,50.1,52.2,72.7,64.4,0,0.0
2023-06-21,Wednesday,25,2023,Weekdays,3,Tampa,211,3445.64,16.33,48.5,51.9,48.1,51.5,77.3,59.0,0,0.0
2023-06-21,Wednesday,25,2023,Weekdays,4,Jacksonville,196,3018.36,15.4,48.5,51.9,48.1,51.5,77.3,59.0,0,0.0
2023-06-21,Wednesday,25,2023,Weekdays,2,Orlando,226,4416.57,19.54,48.5,51.9,48.1,51.5,77.3,59.0,0,0.0
2023-06-21,Wednesday,25,2023,Weekdays,1,Miami Beach,296,5945.58,20.09,48.5,51.9,48.1,51.5,77.3,59.0,0,0.0
2023-06-22,Thursday,25,2023,Weekdays,4,Jacksonville,198,2849.99,14.39,47.2,48.8,51.2,52.8,78.7,48.7,0,0.0
2023-06-22,Thursday,25,2023,Weekdays,2,Orlando,234,3978.13,17.0,47.2,48.8,51.2,52.8,78.7,48.7,0,0.0
2023-06-22,Thursday,25,2023,Weekdays,1,Miami Beach,294,5523.44,18.79,47.2,48.8,51.2,52.8,78.7,48.7,0,0.0
2023-06-22,Thursday,25,2023,Weekdays,3,Tampa,267,4445.17,16.65,47.2,48.8,51.2,52.8,78.7,48.7,0,0.0
2023-06-23,Friday,25,2023,Weekdays,3,Tampa,265,3718.18,14.03,48.1,51.8,48.2,51.9,81.4,60.4,1,1.02
2023-06-23,Friday,25,2023,Weekdays,1,Miami Beach,279,5200.95,18.64,48.1,51.8,48.2,51.9,81.4,60.4,1,1.02
2023-06-23,Friday,25,2023,Weekdays,2,Orlando,248,4159.36,16.77,48.1,51.8,48.2,51.9,81.4,60.4,1,1.02
2023-06-23,Friday,25,2023,Weekdays,4,Jacksonville,199,3007.16,15.11,48.1,51.8,48.2,51.9,81.4,60.4,1,1.02
2023-06-24,Saturday,25,2023,Weekends,2,Orlando,314,5447.7,17.35,53.2,50.6,49.4,46.8,86.1,56.7,1,1.04
2023-06-24,Saturday,25,2023,Weekends,4,Jacksonville,232,3793.42,16.35,53.2,50.6,49.4,46.8,86.1,56.7,1,1.04
